지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
257,양산시,2024-01-06 12:00,10.1,,2.7,320,24
257,양산시,2024-01-06 13:00,10.9,,3.3,320,20
257,양산시,2024-01-06 14:00,11.6,,2,290,15
257,양산시,2024-01-06 15:00,12.2,,1.9,290,16
257,양산시,2024-01-06 16:00,10.5,,3.2,320,17
257,양산시,2024-01-06 17:00,9.5,,2.6,290,19
257,양산시,2024-01-06 18:00,5.9,,1.3,160,30
257,양산시,2024-01-06 19:00,3.5,,.8,160,37
257,양산시,2024-01-06 20:00,2.2,,.4,0,43
257,양산시,2024-01-06 21:00,1.2,,.6,20,51
257,양산시,2024-01-06 22:00,.5,,.2,0,59
257,양산시,2024-01-06 23:00,-.1,,1.2,230,60
257,양산시,2024-01-07 00:00,-.7,,.3,0,70
257,양산시,2024-01-07 01:00,-.3,,1.1,180,56
257,양산시,2024-01-07 02:00,.4,,1.1,200,57
257,양산시,2024-01-07 03:00,.5,,1.2,250,64
257,양산시,2024-01-07 04:00,-.5,,.7,250,69
257,양산시,2024-01-07 05:00,1,,1,230,68
257,양산시,2024-01-07 06:00,2,,2.2,290,62
257,양산시,2024-01-07 07:00,2.3,,3.8,290,46
257,양산시,2024-01-07 08:00,1.6,,2.6,360,46
257,양산시,2024-01-07 09:00,2.4,,2.6,290,46
257,양산시,2024-01-07 10:00,3,,4,290,42
257,양산시,2024-01-07 11:00,3.8,,2.3,290,37
257,양산시,2024-01-07 12:00,4.5,,3.3,320,33
257,양산시,2024-01-07 13:00,5,,3.7,340,29
257,양산시,2024-01-07 14:00,4.9,,3.4,320,25
257,양산시,2024-01-07 15:00,4.1,,4,320,18
257,양산시,2024-01-07 16:00,4,,3.3,320,21
257,양산시,2024-01-07 17:00,3.2,,3.6,290,24
257,양산시,2024-01-07 18:00,2,,1.9,290,29
257,양산시,2024-01-07 19:00,1.3,,1.3,250,31
257,양산시,2024-01-07 20:00,1,,1.9,290,34
257,양산시,2024-01-07 21:00,.7,,2.3,270,36
257,양산시,2024-01-07 22:00,-1.2,,.9,180,42
257,양산시,2024-01-07 23:00,-1.3,,2.5,270,41
257,양산시,2024-01-08 00:00,-1.1,,1.3,180,36
257,양산시,2024-01-08 01:00,-.7,,2.3,320,32
257,양산시,2024-01-08 02:00,-2.3,,1.6,180,40
257,양산시,2024-01-08 03:00,-2.4,,1.6,250,36
257,양산시,2024-01-08 04:00,-3.7,,1.7,200,44
257,양산시,2024-01-08 05:00,-4.7,,.7,180,45
257,양산시,2024-01-08 06:00,-5.1,,.2,0,44
257,양산시,2024-01-08 07:00,-5.2,,.8,140,44
257,양산시,2024-01-08 08:00,-5.5,,.4,0,53
257,양산시,2024-01-08 09:00,-2.9,,1.6,200,43
257,양산시,2024-01-08 10:00,-.9,,1.1,230,32
257,양산시,2024-01-08 11:00,.9,,1.5,230,25
257,양산시,2024-01-08 12:00,2.6,,1.4,230,19
257,양산시,2024-01-08 13:00,4.3,,.8,230,13
257,양산시,2024-01-08 14:00,6.1,,1.8,320,13
257,양산시,2024-01-08 15:00,6,,1.8,230,14
257,양산시,2024-01-08 16:00,5.7,,2.6,230,17
257,양산시,2024-01-08 17:00,4,,2.8,230,31
257,양산시,2024-01-08 18:00,2.9,,2.4,200,32
257,양산시,2024-01-08 19:00,1.6,,1.9,230,36
257,양산시,2024-01-08 20:00,-.2,,1.5,250,46
257,양산시,2024-01-08 21:00,-.2,,2.1,200,47
257,양산시,2024-01-08 22:00,-.9,,1.8,200,51
257,양산시,2024-01-08 23:00,-1.3,,1.6,200,51
257,양산시,2024-01-09 00:00,-1.9,,1.6,230,54
257,양산시,2024-01-09 01:00,-1.8,,1.2,230,64
257,양산시,2024-01-09 02:00,-2,,2.1,230,62
257,양산시,2024-01-09 03:00,-1.6,,2.4,200,62
257,양산시,2024-01-09 04:00,-1.6,,2.4,200,61
257,양산시,2024-01-09 05:00,-1.8,,2.2,200,59
257,양산시,2024-01-09 06:00,-2.7,,.1,0,65
257,양산시,2024-01-09 07:00,-3,,1.1,200,69
257,양산시,2024-01-09 08:00,-2.8,,2.2,180,72
257,양산시,2024-01-09 09:00,-1.2,,2,200,60
257,양산시,2024-01-09 10:00,1,,1.8,200,47
257,양산시,2024-01-09 11:00,1.9,,1.6,200,45
257,양산시,2024-01-09 12:00,2.5,,.8,230,43
257,양산시,2024-01-09 13:00,4,,1.5,230,43
257,양산시,2024-01-09 14:00,4.8,,1.5,230,44
257,양산시,2024-01-09 15:00,5.6,,1.2,200,46
257,양산시,2024-01-09 16:00,5.8,,1.5,230,47
257,양산시,2024-01-09 17:00,5.6,,1.3,200,47
257,양산시,2024-01-09 18:00,4.8,,.8,230,51
257,양산시,2024-01-09 19:00,4.2,,1.3,200,59
257,양산시,2024-01-09 20:00,4.4,,.6,250,58
257,양산시,2024-01-09 21:00,4,,1,180,68
257,양산시,2024-01-09 22:00,3.3,,.6,200,88
257,양산시,2024-01-09 23:00,3.3,,2.2,230,92
257,양산시,2024-01-10 00:00,3.6,4.4,.5,320,96
257,양산시,2024-01-10 01:00,3.5,,.5,90,98
257,양산시,2024-01-10 02:00,3.3,,.9,90,98
257,양산시,2024-01-10 03:00,3.2,.2,.7,50,98
257,양산시,2024-01-10 04:00,3.1,,.6,230,97
257,양산시,2024-01-10 05:00,2.8,,.6,230,96
257,양산시,2024-01-10 06:00,2.5,,.1,0,96
257,양산시,2024-01-10 07:00,2.1,,1,50,97
257,양산시,2024-01-10 08:00,1.3,,.8,180,98
257,양산시,2024-01-10 09:00,2.7,,.2,0,97
257,양산시,2024-01-10 10:00,4.7,,1.1,180,81
257,양산시,2024-01-10 11:00,6.7,,4.6,50,62
257,양산시,2024-01-10 12:00,7,,3.9,50,59
257,양산시,2024-01-10 13:00,8.7,,3.7,70,53
257,양산시,2024-01-10 14:00,8.4,,3.8,50,54
257,양산시,2024-01-10 15:00,8.8,,5.2,50,53
257,양산시,2024-01-10 16:00,8.6,,3.8,50,54
257,양산시,2024-01-10 17:00,7.8,,2.9,50,59
257,양산시,2024-01-10 18:00,6.3,,1.3,50,65
257,양산시,2024-01-10 19:00,5.5,,2.3,50,67
257,양산시,2024-01-10 20:00,4.1,,.2,0,73
257,양산시,2024-01-10 21:00,2.4,,.4,0,83
257,양산시,2024-01-10 22:00,1.4,,.6,180,86
257,양산시,2024-01-10 23:00,1.7,,1.1,180,91
257,양산시,2024-01-11 00:00,.9,,1.2,230,88
257,양산시,2024-01-11 01:00,.2,,.6,160,92
257,양산시,2024-01-11 02:00,-.3,,.3,0,95
257,양산시,2024-01-11 03:00,-.4,,.2,0,96
257,양산시,2024-01-11 04:00,-1.1,,.7,140,97
257,양산시,2024-01-11 05:00,-.3,,1.3,230,98
257,양산시,2024-01-11 06:00,.2,,2.2,230,91
257,양산시,2024-01-11 07:00,-.2,,2.2,200,90
257,양산시,2024-01-11 08:00,-.4,,2.2,230,92
257,양산시,2024-01-11 09:00,1,,2.5,200,89
257,양산시,2024-01-11 10:00,3.7,,2.4,230,74
257,양산시,2024-01-11 11:00,5.6,,2.3,230,64
257,양산시,2024-01-11 12:00,8,,1.4,320,38
257,양산시,2024-01-11 13:00,8.3,,2.5,320,30
257,양산시,2024-01-11 14:00,9.2,,3.2,250,24
257,양산시,2024-01-11 15:00,9.4,,2.1,320,25
257,양산시,2024-01-11 16:00,9.2,,1.2,290,28
257,양산시,2024-01-11 17:00,8.3,,1.5,250,32
257,양산시,2024-01-11 18:00,7.1,,1.7,320,39
257,양산시,2024-01-11 19:00,4.4,,1.5,160,57
257,양산시,2024-01-11 20:00,5.2,,1.4,230,51
257,양산시,2024-01-11 21:00,4.8,,1,250,52
257,양산시,2024-01-11 22:00,4.1,,2,230,54
257,양산시,2024-01-11 23:00,3.9,,1.8,200,57
257,양산시,2024-01-12 00:00,2,,.9,180,68
257,양산시,2024-01-12 01:00,1.4,,1.6,230,75
257,양산시,2024-01-12 02:00,.8,,.8,200,77
257,양산시,2024-01-12 03:00,-.3,,.7,200,84
257,양산시,2024-01-12 04:00,.4,,1.5,200,81
257,양산시,2024-01-12 05:00,0,,.4,0,84
257,양산시,2024-01-12 06:00,-1,,1,230,90
257,양산시,2024-01-12 07:00,-1.5,,.4,0,92
257,양산시,2024-01-12 08:00,-1.4,,.5,200,94
257,양산시,2024-01-12 09:00,.7,,.2,0,85
257,양산시,2024-01-12 10:00,3,,.9,230,74
257,양산시,2024-01-12 11:00,6.6,,1.2,230,61
257,양산시,2024-01-12 12:00,9.3,,2.6,230,49
257,양산시,2024-01-12 13:00,10.2,,1.2,250,36
257,양산시,2024-01-12 14:00,11,,2.6,250,36
257,양산시,2024-01-12 15:00,11.3,,1.8,360,32
257,양산시,2024-01-12 16:00,11.4,,1.7,270,34
257,양산시,2024-01-12 17:00,10.1,,1.5,20,40
257,양산시,2024-01-12 18:00,8,,1.4,200,48
257,양산시,2024-01-12 19:00,4.9,,.8,140,64
257,양산시,2024-01-12 20:00,3.3,,.2,0,70
257,양산시,2024-01-12 21:00,2.2,,.5,230,77
257,양산시,2024-01-12 22:00,1.8,,1.2,250,80
257,양산시,2024-01-12 23:00,.2,,.7,200,82
257,양산시,2024-01-13 00:00,.4,,.9,180,79
257,양산시,2024-01-13 01:00,-.8,,.7,230,83
257,양산시,2024-01-13 02:00,-.3,,1.8,230,79
257,양산시,2024-01-13 03:00,-.5,,.9,200,76
257,양산시,2024-01-13 04:00,-.3,,1.1,270,78
257,양산시,2024-01-13 05:00,-1,,1.1,270,76
257,양산시,2024-01-13 06:00,-1.5,,.1,0,84
257,양산시,2024-01-13 07:00,-1.6,,1.2,270,82
257,양산시,2024-01-13 08:00,-1.2,,.8,270,79
257,양산시,2024-01-13 09:00,1.2,,.5,230,63
257,양산시,2024-01-13 10:00,4.7,,1.6,250,38
257,양산시,2024-01-13 11:00,6.9,,2.1,270,29
257,양산시,2024-01-13 12:00,8,,3,320,24
257,양산시,2024-01-13 13:00,8.8,,2.3,320,18
257,양산시,2024-01-13 14:00,9.7,,2.2,290,18
257,양산시,2024-01-13 15:00,10.1,,1.7,320,16
257,양산시,2024-01-13 16:00,8.9,,3.2,200,24
257,양산시,2024-01-13 17:00,6.9,,3.4,140,33
257,양산시,2024-01-13 18:00,5.8,,3,110,40
257,양산시,2024-01-13 19:00,4.5,,1.3,20,46
257,양산시,2024-01-13 20:00,3.4,,2.4,50,54
257,양산시,2024-01-13 21:00,3.2,,3.2,50,51
257,양산시,2024-01-13 22:00,1.7,,1.3,70,59
257,양산시,2024-01-13 23:00,.3,,.6,160,66
257,양산시,2024-01-14 00:00,-.6,,.3,0,70
257,양산시,2024-01-14 01:00,-1,,1.1,20,75
257,양산시,2024-01-14 02:00,-1.7,,.3,0,82
257,양산시,2024-01-14 03:00,-2.3,,.6,250,87
257,양산시,2024-01-14 04:00,-2.4,,.3,0,89
257,양산시,2024-01-14 05:00,-2.4,,.5,270,91
257,양산시,2024-01-14 06:00,-1.7,,1,200,85
257,양산시,2024-01-14 07:00,-1.8,,.9,180,87
257,양산시,2024-01-14 08:00,-1.7,,1,200,86
257,양산시,2024-01-14 09:00,-.4,,.9,250,80
257,양산시,2024-01-14 10:00,2,,.9,200,76
257,양산시,2024-01-14 11:00,7.8,,1.6,230,60
257,양산시,2024-01-14 12:00,11.4,,3.2,230,55
257,양산시,2024-01-14 13:00,13,,3.7,200,54
257,양산시,2024-01-14 14:00,14.6,,4.6,230,51
257,양산시,2024-01-14 15:00,14.1,,5,230,52
257,양산시,2024-01-14 16:00,14.2,,4.8,230,52
257,양산시,2024-01-14 17:00,13,,3.7,230,58
257,양산시,2024-01-14 18:00,11.7,,3.1,200,65
257,양산시,2024-01-14 19:00,11,,2.3,200,68
257,양산시,2024-01-14 20:00,10.2,,1.3,250,74
257,양산시,2024-01-14 21:00,11,,1.8,230,73
257,양산시,2024-01-14 22:00,11.9,,1.9,320,65
257,양산시,2024-01-14 23:00,11.9,,1.9,290,64
257,양산시,2024-01-15 00:00,10.9,,2.2,320,67
257,양산시,2024-01-15 01:00,9.8,,2.5,320,68
257,양산시,2024-01-15 02:00,8,,1.5,320,69
257,양산시,2024-01-15 03:00,6.6,,2.3,70,55
257,양산시,2024-01-15 04:00,5,,.8,20,57
257,양산시,2024-01-15 05:00,2.8,,.6,90,67
257,양산시,2024-01-15 06:00,2.3,,1.5,180,68
257,양산시,2024-01-15 07:00,.9,,1.1,160,69
257,양산시,2024-01-15 08:00,1.3,,.7,90,70
257,양산시,2024-01-15 09:00,2.7,,1.4,160,63
257,양산시,2024-01-15 10:00,4.4,,1.4,270,52
257,양산시,2024-01-15 11:00,5.8,,1,250,43
257,양산시,2024-01-15 12:00,6.5,,2.3,290,38
257,양산시,2024-01-15 13:00,8.2,,2.2,200,28
257,양산시,2024-01-15 14:00,9.2,,3.8,320,22
257,양산시,2024-01-15 15:00,9.7,,4.7,320,20
257,양산시,2024-01-15 16:00,9.5,,3.2,320,17
257,양산시,2024-01-15 17:00,8.7,,3,320,18
257,양산시,2024-01-15 18:00,7.5,,1.5,50,19
257,양산시,2024-01-15 19:00,5.9,,2.5,20,22
257,양산시,2024-01-15 20:00,3.1,,1.1,200,29
257,양산시,2024-01-15 21:00,3.7,,1.2,270,22
257,양산시,2024-01-15 22:00,3.6,,1.9,200,21
257,양산시,2024-01-15 23:00,1.7,,1.2,230,31
257,양산시,2024-01-16 00:00,.6,,1.3,140,29
257,양산시,2024-01-16 01:00,-.3,,.9,70,39
257,양산시,2024-01-16 02:00,-1.8,,1.1,50,47
257,양산시,2024-01-16 03:00,-1.2,,1.2,50,44
257,양산시,2024-01-16 04:00,-1.1,,1.2,50,42
257,양산시,2024-01-16 05:00,-2.7,,1.2,90,51
257,양산시,2024-01-16 06:00,-2.1,,.8,70,47
257,양산시,2024-01-16 07:00,-2.8,,.6,90,50
257,양산시,2024-01-16 08:00,-2.8,,.4,0,50
257,양산시,2024-01-16 09:00,-.1,,1.4,50,42
257,양산시,2024-01-16 10:00,2.5,,2.3,50,34
257,양산시,2024-01-16 11:00,6.5,,2.7,50,37
257,양산시,2024-01-16 12:00,8.9,,2.1,50,36
257,양산시,2024-01-16 13:00,9.9,,2.6,50,35
257,양산시,2024-01-16 14:00,10.3,,1.5,340,32
257,양산시,2024-01-16 15:00,10.8,,2.9,230,34
257,양산시,2024-01-16 16:00,9.9,,2.6,230,39
257,양산시,2024-01-16 17:00,8.5,,2.6,140,50
257,양산시,2024-01-16 18:00,6.8,,1.9,140,57
257,양산시,2024-01-16 19:00,6.2,,1,140,62
257,양산시,2024-01-16 20:00,3.4,,.9,140,72
257,양산시,2024-01-16 21:00,2.5,,.7,50,76
257,양산시,2024-01-16 22:00,1.4,,.1,0,82
257,양산시,2024-01-16 23:00,1,,.2,0,86
257,양산시,2024-01-17 00:00,.1,,.4,0,91
257,양산시,2024-01-17 01:00,-.2,,0,0,92
257,양산시,2024-01-17 02:00,.9,,.2,0,89
257,양산시,2024-01-17 03:00,1.1,,.7,250,87
257,양산시,2024-01-17 04:00,.8,,.3,0,90
257,양산시,2024-01-17 05:00,1.1,,.5,250,91
257,양산시,2024-01-17 06:00,2.1,,1.1,200,84
257,양산시,2024-01-17 07:00,2,,2.1,230,83
257,양산시,2024-01-17 08:00,2.1,,2.5,200,81
257,양산시,2024-01-17 09:00,2.7,,2.8,200,80
257,양산시,2024-01-17 10:00,4.2,,2.2,200,73
257,양산시,2024-01-17 11:00,6.1,,1.6,200,67
257,양산시,2024-01-17 12:00,9.2,,1,180,59
257,양산시,2024-01-17 13:00,9.1,,1.7,200,59
257,양산시,2024-01-17 14:00,9.2,,1.6,230,59
257,양산시,2024-01-17 15:00,9.6,,1.2,230,59
257,양산시,2024-01-17 16:00,9.7,,.9,200,61
257,양산시,2024-01-17 17:00,9.5,,1,230,63
257,양산시,2024-01-17 18:00,9.2,,1.1,200,65
257,양산시,2024-01-17 19:00,8.8,,1.3,230,68
257,양산시,2024-01-17 20:00,8.8,,1.5,230,67
257,양산시,2024-01-17 21:00,8.8,,2.2,200,69
257,양산시,2024-01-17 22:00,8.1,,1,200,76
257,양산시,2024-01-17 23:00,6.8,,.7,180,90
257,양산시,2024-01-18 00:00,7.1,.4,2.4,230,88
257,양산시,2024-01-18 01:00,7.5,,1.9,200,86
257,양산시,2024-01-18 02:00,7.6,,1.5,200,88
257,양산시,2024-01-18 03:00,7.6,0,1.7,200,89
257,양산시,2024-01-18 04:00,8.6,,1.1,230,91
257,양산시,2024-01-18 05:00,12.1,,2.2,270,87
257,양산시,2024-01-18 06:00,15.2,0,4.2,200,72
257,양산시,2024-01-18 07:00,14.3,,2.6,250,79
257,양산시,2024-01-18 08:00,13.2,,3,270,82
257,양산시,2024-01-18 09:00,13.6,0,2.7,270,83
257,양산시,2024-01-18 10:00,14.3,,1.8,290,82
257,양산시,2024-01-18 11:00,13.8,,1.4,270,86
257,양산시,2024-01-18 12:00,13.5,.3,.1,0,95
257,양산시,2024-01-18 13:00,11.9,,2.1,50,95
257,양산시,2024-01-18 14:00,10.2,,4.4,70,96
257,양산시,2024-01-18 15:00,9.3,6.9,3.6,70,97
257,양산시,2024-01-18 16:00,8.5,,5.3,70,94
257,양산시,2024-01-18 17:00,8.1,,4.6,70,89
257,양산시,2024-01-18 18:00,8.2,2.8,4.8,70,84
257,양산시,2024-01-18 19:00,8,,3.3,70,90
257,양산시,2024-01-18 20:00,8.2,,3.9,70,91
257,양산시,2024-01-18 21:00,8.9,.6,3.7,90,81
257,양산시,2024-01-18 22:00,8.6,,4.3,90,78
257,양산시,2024-01-18 23:00,8.4,,3.7,90,77
257,양산시,2024-01-19 00:00,8.4,0,3.8,90,74
257,양산시,2024-01-19 01:00,8,,3.6,90,76
257,양산시,2024-01-19 02:00,7.7,,4.3,70,71
257,양산시,2024-01-19 03:00,7.8,,3.6,70,68
257,양산시,2024-01-19 04:00,7.6,,3.1,70,68
257,양산시,2024-01-19 05:00,7.4,,2.8,70,69
257,양산시,2024-01-19 06:00,7.3,,4.2,70,71
257,양산시,2024-01-19 07:00,6.9,,3.7,70,73
257,양산시,2024-01-19 08:00,6.8,,4.4,70,73
257,양산시,2024-01-19 09:00,7.1,,3.5,70,69
257,양산시,2024-01-19 10:00,7.4,,4.2,50,64
257,양산시,2024-01-19 11:00,8.1,,3.5,70,61
257,양산시,2024-01-19 12:00,8,,4.1,70,59
257,양산시,2024-01-19 13:00,8.3,,4.8,50,59
257,양산시,2024-01-19 14:00,8.2,,4.5,50,59
257,양산시,2024-01-19 15:00,8.5,,2.8,70,59
257,양산시,2024-01-19 16:00,8.1,,2.6,70,61
257,양산시,2024-01-19 17:00,7.6,,3.4,70,65
257,양산시,2024-01-19 18:00,7.2,,3.4,70,70
257,양산시,2024-01-19 19:00,7.1,,3.6,70,73
257,양산시,2024-01-19 20:00,6.9,,3.5,70,77
257,양산시,2024-01-19 21:00,6.6,,3.1,70,85
257,양산시,2024-01-19 22:00,6.6,,4.3,70,90
257,양산시,2024-01-19 23:00,7.1,,4.6,70,88
257,양산시,2024-01-20 00:00,7,.1,3.7,70,90
257,양산시,2024-01-20 01:00,7.4,,3.1,70,85
257,양산시,2024-01-20 02:00,7.5,,4,70,83
257,양산시,2024-01-20 03:00,7.5,0,3.8,70,82
257,양산시,2024-01-20 04:00,7.5,,4.4,70,81
257,양산시,2024-01-20 05:00,7.5,,4.5,70,82
257,양산시,2024-01-20 06:00,7.4,.1,4.2,70,83
257,양산시,2024-01-20 07:00,7.2,,4.7,50,86
257,양산시,2024-01-20 08:00,8,,4.1,70,83
257,양산시,2024-01-20 09:00,8.7,.1,3.7,90,79
257,양산시,2024-01-20 10:00,9.1,,3.4,90,76
257,양산시,2024-01-20 11:00,9.3,,2.9,90,76
257,양산시,2024-01-20 12:00,8.5,.2,4.2,70,84
257,양산시,2024-01-20 13:00,7.9,,3.7,90,90
257,양산시,2024-01-20 14:00,7.6,,5.1,70,90
257,양산시,2024-01-20 15:00,7.7,5.7,4.7,90,88
