지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
263,의령군,2024-01-03 16:00,8.4,,5.1,270,53
263,의령군,2024-01-03 17:00,6.9,,4.1,290,53
263,의령군,2024-01-03 18:00,5.7,,3.1,290,61
263,의령군,2024-01-03 19:00,4.4,,3.2,270,70
263,의령군,2024-01-03 20:00,4.5,,3.5,290,68
263,의령군,2024-01-03 21:00,2.8,,3.1,270,76
263,의령군,2024-01-03 22:00,2.3,,1.2,270,77
263,의령군,2024-01-03 23:00,1.7,,.2,0,79
263,의령군,2024-01-04 00:00,.2,,1.6,360,85
263,의령군,2024-01-04 01:00,-1.3,,1,320,90
263,의령군,2024-01-04 02:00,-1.9,,.1,0,92
263,의령군,2024-01-04 03:00,-2.7,,1.6,20,94
263,의령군,2024-01-04 04:00,-3.3,,.1,0,94
263,의령군,2024-01-04 05:00,-4.1,,.9,290,96
263,의령군,2024-01-04 06:00,-4.8,,1.1,290,97
263,의령군,2024-01-04 07:00,-4.9,,.5,140,98
263,의령군,2024-01-04 08:00,-5.4,,.8,360,99
263,의령군,2024-01-04 09:00,-2.1,,1.1,90,97
263,의령군,2024-01-04 10:00,1.9,,1.5,140,79
263,의령군,2024-01-04 11:00,4.7,,1.4,110,57
263,의령군,2024-01-04 12:00,6.6,,2.4,140,48
263,의령군,2024-01-04 13:00,8.2,,2.1,110,44
263,의령군,2024-01-04 14:00,9.9,,3.1,180,36
263,의령군,2024-01-04 15:00,10.1,,2.6,160,33
263,의령군,2024-01-04 16:00,10.4,,2.8,230,33
263,의령군,2024-01-04 17:00,9,,2.5,200,34
263,의령군,2024-01-04 18:00,3.9,,1.1,270,58
263,의령군,2024-01-04 19:00,1.4,,.8,290,69
263,의령군,2024-01-04 20:00,-.2,,1.1,290,78
263,의령군,2024-01-04 21:00,-1.3,,.3,0,84
263,의령군,2024-01-04 22:00,-2.2,,.4,0,89
263,의령군,2024-01-04 23:00,-3.2,,.5,290,93
263,의령군,2024-01-05 00:00,-3.5,,1,360,96
263,의령군,2024-01-05 01:00,-4,,.3,0,97
263,의령군,2024-01-05 02:00,-4.2,,.6,360,99
263,의령군,2024-01-05 03:00,-4.2,,1.1,110,100
263,의령군,2024-01-05 04:00,-4.7,,.5,290,100
263,의령군,2024-01-05 05:00,-4.9,,.2,0,100
263,의령군,2024-01-05 06:00,-4.6,,.6,70,100
263,의령군,2024-01-05 07:00,-5.1,,.2,0,100
263,의령군,2024-01-05 08:00,-5.1,,.3,0,100
263,의령군,2024-01-05 09:00,-2.2,,.1,0,100
263,의령군,2024-01-05 10:00,2,,.9,90,88
263,의령군,2024-01-05 11:00,7.2,,.4,0,74
263,의령군,2024-01-05 12:00,11.7,,1.5,140,58
263,의령군,2024-01-05 13:00,13,,3.1,250,55
263,의령군,2024-01-05 14:00,12.7,,4,250,53
263,의령군,2024-01-05 15:00,14.5,,2,270,47
263,의령군,2024-01-05 16:00,13.1,,2.9,340,50
263,의령군,2024-01-05 17:00,11.9,,1.5,250,54
263,의령군,2024-01-05 18:00,6.9,,1.6,290,72
263,의령군,2024-01-05 19:00,4.5,,1.2,290,80
263,의령군,2024-01-05 20:00,3.2,,.9,270,86
263,의령군,2024-01-05 21:00,1.7,,1.4,290,91
263,의령군,2024-01-05 22:00,1.1,,.4,0,93
263,의령군,2024-01-05 23:00,.1,,.6,360,97
263,의령군,2024-01-06 00:00,-.4,,.5,110,99
263,의령군,2024-01-06 01:00,-1,,.4,0,100
263,의령군,2024-01-06 02:00,-1.7,,.4,0,100
263,의령군,2024-01-06 03:00,-2.3,,.5,340,100
263,의령군,2024-01-06 04:00,-2.5,,.5,70,100
263,의령군,2024-01-06 05:00,-2.8,,.5,90,100
263,의령군,2024-01-06 06:00,-3.5,,.2,0,100
263,의령군,2024-01-06 07:00,-4.1,,.1,0,100
263,의령군,2024-01-06 08:00,-4.2,,0,0,100
263,의령군,2024-01-06 09:00,-2.6,,0,0,100
263,의령군,2024-01-06 10:00,.9,,.9,110,100
263,의령군,2024-01-06 11:00,5.9,,1.7,110,78
263,의령군,2024-01-06 12:00,8.8,,1.8,110,55
263,의령군,2024-01-06 13:00,10.6,,2,140,40
263,의령군,2024-01-06 14:00,11.1,,1.4,160,34
263,의령군,2024-01-06 15:00,10.6,,2.8,90,35
263,의령군,2024-01-06 16:00,9.2,,2.4,90,35
263,의령군,2024-01-06 17:00,8.4,,2.5,70,36
263,의령군,2024-01-06 18:00,3.8,,1.1,340,57
263,의령군,2024-01-06 19:00,1.3,,1.7,320,63
263,의령군,2024-01-06 20:00,-.2,,1.1,320,71
263,의령군,2024-01-06 21:00,-1.8,,.3,0,80
263,의령군,2024-01-06 22:00,-1.9,,1.9,110,84
263,의령군,2024-01-06 23:00,-1.3,,.8,250,79
263,의령군,2024-01-07 00:00,-1.6,,1.9,290,79
263,의령군,2024-01-07 01:00,-1.2,,1.1,340,80
263,의령군,2024-01-07 02:00,-.9,,.5,320,82
263,의령군,2024-01-07 03:00,-1.1,,.7,20,86
263,의령군,2024-01-07 04:00,1.1,,3.2,270,73
263,의령군,2024-01-07 05:00,2,,3.4,290,59
263,의령군,2024-01-07 06:00,1.8,,3.1,290,56
263,의령군,2024-01-07 07:00,1.5,,2.9,320,56
263,의령군,2024-01-07 08:00,.2,,1.4,340,66
263,의령군,2024-01-07 09:00,2.1,,1,20,58
263,의령군,2024-01-07 10:00,3,,4.2,290,49
263,의령군,2024-01-07 11:00,4.5,,5.7,290,41
263,의령군,2024-01-07 12:00,4.7,,7.3,290,40
263,의령군,2024-01-07 13:00,5.1,,7.1,270,38
263,의령군,2024-01-07 14:00,5,,3.9,340,34
263,의령군,2024-01-07 15:00,5,,4.9,290,29
263,의령군,2024-01-07 16:00,4,,5.8,290,33
263,의령군,2024-01-07 17:00,2.8,,4.1,290,35
263,의령군,2024-01-07 18:00,1,,3.2,290,40
263,의령군,2024-01-07 19:00,.6,,3.9,290,41
263,의령군,2024-01-07 20:00,-.5,,3.9,270,49
263,의령군,2024-01-07 21:00,-1.4,,2,290,54
263,의령군,2024-01-07 22:00,-3.8,,2.5,270,67
263,의령군,2024-01-07 23:00,-3.1,,.6,230,57
263,의령군,2024-01-08 00:00,-4.1,,.2,0,60
263,의령군,2024-01-08 01:00,-5.2,,1.8,320,66
263,의령군,2024-01-08 02:00,-6.6,,.8,320,75
263,의령군,2024-01-08 03:00,-7.6,,1.7,20,83
263,의령군,2024-01-08 04:00,-8.3,,1.2,360,85
263,의령군,2024-01-08 05:00,-8.8,,.1,0,86
263,의령군,2024-01-08 06:00,-9.6,,.4,0,91
263,의령군,2024-01-08 07:00,-9.6,,.8,90,92
263,의령군,2024-01-08 08:00,-9.9,,.7,360,93
263,의령군,2024-01-08 09:00,-5.6,,.3,0,81
263,의령군,2024-01-08 10:00,-1.6,,1.6,90,54
263,의령군,2024-01-08 11:00,-.2,,1.2,200,48
263,의령군,2024-01-08 12:00,2,,1.5,140,40
263,의령군,2024-01-08 13:00,3.6,,1,110,35
263,의령군,2024-01-08 14:00,5.3,,1.5,140,28
263,의령군,2024-01-08 15:00,6,,1.6,70,29
263,의령군,2024-01-08 16:00,6.4,,2.4,230,26
263,의령군,2024-01-08 17:00,4.1,,2.3,250,36
263,의령군,2024-01-08 18:00,.3,,1,320,52
263,의령군,2024-01-08 19:00,-1.6,,.9,290,55
263,의령군,2024-01-08 20:00,-3.2,,.9,320,71
263,의령군,2024-01-08 21:00,-4.1,,.3,0,72
263,의령군,2024-01-08 22:00,-5,,.5,360,81
263,의령군,2024-01-08 23:00,-5.6,,.5,20,87
263,의령군,2024-01-09 00:00,-5.9,,.7,20,90
263,의령군,2024-01-09 01:00,-6.6,,.1,0,93
263,의령군,2024-01-09 02:00,-6.8,,.5,360,94
263,의령군,2024-01-09 03:00,-7,,.5,20,96
263,의령군,2024-01-09 04:00,-7,,.2,0,96
263,의령군,2024-01-09 05:00,-7.5,,.1,0,98
263,의령군,2024-01-09 06:00,-7.6,,.1,0,98
263,의령군,2024-01-09 07:00,-7.7,,.6,270,98
263,의령군,2024-01-09 08:00,-7,,.2,0,99
263,의령군,2024-01-09 09:00,-4.9,,.3,0,95
263,의령군,2024-01-09 10:00,-3.1,,.7,90,89
263,의령군,2024-01-09 11:00,-1.9,,.1,0,78
263,의령군,2024-01-09 12:00,-.1,,1.5,90,70
263,의령군,2024-01-09 13:00,1.9,,1.4,90,59
263,의령군,2024-01-09 14:00,3.5,,1.3,140,53
263,의령군,2024-01-09 15:00,4.2,,1.4,110,52
263,의령군,2024-01-09 16:00,4.7,,.9,110,51
263,의령군,2024-01-09 17:00,4.5,,.7,50,58
263,의령군,2024-01-09 18:00,3.3,,.3,0,65
263,의령군,2024-01-09 19:00,2.7,,.8,140,67
263,의령군,2024-01-09 20:00,2,,.9,340,84
263,의령군,2024-01-09 21:00,1.5,.4,1.8,290,96
263,의령군,2024-01-09 22:00,1.4,,.9,90,100
263,의령군,2024-01-09 23:00,1,,.1,0,100
263,의령군,2024-01-10 00:00,.9,2.6,.2,0,100
263,의령군,2024-01-10 01:00,.5,,.5,160,100
263,의령군,2024-01-10 02:00,-.3,,.4,0,100
263,의령군,2024-01-10 03:00,-1.1,,.7,20,100
263,의령군,2024-01-10 04:00,-1.3,,.4,0,100
263,의령군,2024-01-10 05:00,-1.7,,.2,0,100
263,의령군,2024-01-10 06:00,-1.4,,.3,0,100
263,의령군,2024-01-10 07:00,-1.3,,.1,0,100
263,의령군,2024-01-10 08:00,-1.9,,.6,290,100
263,의령군,2024-01-10 09:00,-.7,,1.3,320,100
263,의령군,2024-01-10 10:00,2.4,,1.5,140,100
263,의령군,2024-01-10 11:00,4.2,,2.4,50,82
263,의령군,2024-01-10 12:00,5.2,,2.1,360,74
263,의령군,2024-01-10 13:00,5.7,,2.2,50,70
263,의령군,2024-01-10 14:00,6.3,,2.8,20,67
263,의령군,2024-01-10 15:00,6.5,,2,360,65
263,의령군,2024-01-10 16:00,7,,2.5,20,64
263,의령군,2024-01-10 17:00,6.3,,1.6,50,68
263,의령군,2024-01-10 18:00,2.9,,1.4,320,85
263,의령군,2024-01-10 19:00,.9,,.4,0,90
263,의령군,2024-01-10 20:00,-.7,,.9,320,97
263,의령군,2024-01-10 21:00,-1.3,,.9,340,99
263,의령군,2024-01-10 22:00,-2.2,,.6,360,100
263,의령군,2024-01-10 23:00,-2.7,,1.7,290,100
263,의령군,2024-01-11 00:00,-3.2,,.4,0,100
263,의령군,2024-01-11 01:00,-3.6,,.3,0,100
263,의령군,2024-01-11 02:00,-4.1,,.9,290,100
263,의령군,2024-01-11 03:00,-4.3,,.7,20,100
263,의령군,2024-01-11 04:00,-4.7,,.4,0,100
263,의령군,2024-01-11 05:00,-5,,.5,50,100
263,의령군,2024-01-11 06:00,-5.5,,.2,0,100
263,의령군,2024-01-11 07:00,-5.8,,1.1,110,100
263,의령군,2024-01-11 08:00,-5.7,,.9,90,100
263,의령군,2024-01-11 09:00,-4.8,,.7,110,100
263,의령군,2024-01-11 10:00,-2.7,,.8,70,100
263,의령군,2024-01-11 11:00,.4,,1.6,110,100
263,의령군,2024-01-11 12:00,4,,1.6,110,74
263,의령군,2024-01-11 13:00,6.3,,1.9,140,64
263,의령군,2024-01-11 14:00,8.7,,2.1,140,48
263,의령군,2024-01-11 15:00,10.3,,2.5,180,44
263,의령군,2024-01-11 16:00,10.1,,3.3,250,46
263,의령군,2024-01-11 17:00,7.9,,5.2,270,45
263,의령군,2024-01-11 18:00,5.5,,1,200,53
263,의령군,2024-01-11 19:00,2.6,,2.9,320,69
263,의령군,2024-01-11 20:00,4.7,,4.1,290,63
263,의령군,2024-01-11 21:00,4.4,,4.1,290,66
263,의령군,2024-01-11 22:00,2.8,,.7,200,71
263,의령군,2024-01-11 23:00,-.2,,1.6,110,87
263,의령군,2024-01-12 00:00,-1,,1.1,110,90
263,의령군,2024-01-12 01:00,-2,,.6,90,94
263,의령군,2024-01-12 02:00,-2.7,,.8,110,98
263,의령군,2024-01-12 03:00,-2.9,,1.2,90,100
263,의령군,2024-01-12 04:00,-2.9,,.8,50,100
263,의령군,2024-01-12 05:00,-2.8,,.5,20,100
263,의령군,2024-01-12 06:00,-2.8,,.8,50,99
263,의령군,2024-01-12 07:00,-3.1,,.2,0,100
263,의령군,2024-01-12 08:00,-3.6,,.2,0,100
263,의령군,2024-01-12 09:00,-1.5,,1.2,110,100
263,의령군,2024-01-12 10:00,2.1,,1.4,110,87
263,의령군,2024-01-12 11:00,5.7,,.9,140,73
263,의령군,2024-01-12 12:00,9,,1.8,110,63
263,의령군,2024-01-12 13:00,11,,1.3,160,55
263,의령군,2024-01-12 14:00,11.7,,1.7,90,52
263,의령군,2024-01-12 15:00,12.4,,2.5,70,49
263,의령군,2024-01-12 16:00,12.1,,5.1,290,35
263,의령군,2024-01-12 17:00,10.9,,3.8,320,34
263,의령군,2024-01-12 18:00,7.4,,1.3,90,46
263,의령군,2024-01-12 19:00,4.3,,.7,320,58
263,의령군,2024-01-12 20:00,3.2,,1.8,290,59
263,의령군,2024-01-12 21:00,1.1,,.9,250,70
263,의령군,2024-01-12 22:00,.2,,1,50,72
263,의령군,2024-01-12 23:00,-.6,,1.2,90,80
263,의령군,2024-01-13 00:00,-1.4,,.5,90,86
263,의령군,2024-01-13 01:00,-2.8,,.5,200,93
263,의령군,2024-01-13 02:00,-3.1,,.6,70,94
263,의령군,2024-01-13 03:00,-4,,.9,50,93
263,의령군,2024-01-13 04:00,-4.8,,.3,0,95
263,의령군,2024-01-13 05:00,-5.5,,.6,340,96
263,의령군,2024-01-13 06:00,-5.6,,.4,0,95
263,의령군,2024-01-13 07:00,-5.9,,.6,70,98
263,의령군,2024-01-13 08:00,-6.1,,0,0,98
263,의령군,2024-01-13 09:00,-2.6,,.1,0,93
263,의령군,2024-01-13 10:00,1.6,,.9,110,68
263,의령군,2024-01-13 11:00,5.1,,1.3,110,46
263,의령군,2024-01-13 12:00,7.3,,1.5,140,36
263,의령군,2024-01-13 13:00,8.6,,2.6,140,35
263,의령군,2024-01-13 14:00,9.2,,3.2,110,33
263,의령군,2024-01-13 15:00,9.7,,3.3,110,33
263,의령군,2024-01-13 16:00,9.8,,2.1,110,31
263,의령군,2024-01-13 17:00,8.4,,2.2,90,33
263,의령군,2024-01-13 18:00,3.2,,1.2,290,55
263,의령군,2024-01-13 19:00,.9,,1.2,320,63
263,의령군,2024-01-13 20:00,-.9,,1,340,71
263,의령군,2024-01-13 21:00,-1.7,,1.3,290,74
263,의령군,2024-01-13 22:00,-2.6,,.6,290,80
263,의령군,2024-01-13 23:00,-3.6,,.6,340,85
263,의령군,2024-01-14 00:00,-4.1,,.3,0,88
263,의령군,2024-01-14 01:00,-4.8,,.6,360,91
263,의령군,2024-01-14 02:00,-5.2,,.4,0,93
263,의령군,2024-01-14 03:00,-5.6,,.7,20,95
263,의령군,2024-01-14 04:00,-5.7,,.5,360,96
263,의령군,2024-01-14 05:00,-6,,.2,0,97
263,의령군,2024-01-14 06:00,-6.1,,.3,0,98
263,의령군,2024-01-14 07:00,-6.4,,0,0,99
263,의령군,2024-01-14 08:00,-6.3,,.4,0,100
263,의령군,2024-01-14 09:00,-2.5,,.3,0,97
263,의령군,2024-01-14 10:00,.7,,1.5,110,80
263,의령군,2024-01-14 11:00,4.6,,1.4,110,67
263,의령군,2024-01-14 12:00,9.5,,1.5,70,61
263,의령군,2024-01-14 13:00,13.1,,6.1,230,60
263,의령군,2024-01-14 14:00,14.8,,3.2,250,57
263,의령군,2024-01-14 15:00,14.7,,4.5,230,57
263,의령군,2024-01-14 16:00,14.9,,2.9,230,56
263,의령군,2024-01-14 17:00,14,,3,230,60
263,의령군,2024-01-14 18:00,12.4,,1.7,270,66
263,의령군,2024-01-14 19:00,10.3,,1,320,75
263,의령군,2024-01-14 20:00,10.2,,1.8,250,78
263,의령군,2024-01-14 21:00,10.2,,1.2,270,82
263,의령군,2024-01-14 22:00,10.6,,4.8,270,77
263,의령군,2024-01-14 23:00,9.7,,2,320,79
263,의령군,2024-01-15 00:00,6.7,,3.5,270,85
263,의령군,2024-01-15 01:00,6.7,,2.1,340,87
263,의령군,2024-01-15 02:00,5.5,,3.1,290,80
263,의령군,2024-01-15 03:00,3,,2.2,70,89
263,의령군,2024-01-15 04:00,1,,.9,340,91
263,의령군,2024-01-15 05:00,.4,,2.2,70,86
263,의령군,2024-01-15 06:00,.3,,3.2,70,80
263,의령군,2024-01-15 07:00,-2.1,,.5,20,91
263,의령군,2024-01-15 08:00,-3.3,,.3,0,98
263,의령군,2024-01-15 09:00,.4,,.9,140,80
263,의령군,2024-01-15 10:00,3.4,,2.9,90,58
263,의령군,2024-01-15 11:00,4.6,,3,110,48
263,의령군,2024-01-15 12:00,6.1,,2.5,110,44
263,의령군,2024-01-15 13:00,7.7,,1.6,160,39
263,의령군,2024-01-15 14:00,8.6,,2.3,110,36
263,의령군,2024-01-15 15:00,10.2,,1.4,90,33
263,의령군,2024-01-15 16:00,9.7,,2.7,110,35
263,의령군,2024-01-15 17:00,8.1,,3.1,110,37
263,의령군,2024-01-15 18:00,4.5,,.8,320,50
263,의령군,2024-01-15 19:00,.8,,1,340,66
263,의령군,2024-01-15 20:00,-.4,,1,110,69
263,의령군,2024-01-15 21:00,-2.2,,.7,360,73
263,의령군,2024-01-15 22:00,-3.4,,.9,20,80
263,의령군,2024-01-15 23:00,-4.6,,.3,0,81
263,의령군,2024-01-16 00:00,-5.2,,.3,0,83
263,의령군,2024-01-16 01:00,-5.7,,.2,0,86
263,의령군,2024-01-16 02:00,-6.7,,.7,340,89
263,의령군,2024-01-16 03:00,-7.2,,.5,360,89
263,의령군,2024-01-16 04:00,-7.5,,.2,0,90
263,의령군,2024-01-16 05:00,-8.1,,.7,360,93
263,의령군,2024-01-16 06:00,-8.3,,.5,340,92
263,의령군,2024-01-16 07:00,-8.4,,.4,0,91
263,의령군,2024-01-16 08:00,-8.4,,.3,0,93
263,의령군,2024-01-16 09:00,-3.3,,.7,110,78
263,의령군,2024-01-16 10:00,1.1,,2,140,51
263,의령군,2024-01-16 11:00,3.7,,1.6,140,42
263,의령군,2024-01-16 12:00,6.2,,2.8,110,35
263,의령군,2024-01-16 13:00,7.3,,.8,320,36
263,의령군,2024-01-16 14:00,8.7,,1.6,140,34
263,의령군,2024-01-16 15:00,9.6,,1,70,34
263,의령군,2024-01-16 16:00,8.7,,1.4,90,37
263,의령군,2024-01-16 17:00,9,,.8,140,37
263,의령군,2024-01-16 18:00,3.7,,1.8,320,57
263,의령군,2024-01-16 19:00,1.7,,.8,340,64
263,의령군,2024-01-16 20:00,-.2,,1.7,270,74
263,의령군,2024-01-16 21:00,-1.2,,.6,290,75
263,의령군,2024-01-16 22:00,-2.3,,.5,340,81
263,의령군,2024-01-16 23:00,-3.1,,.3,0,86
263,의령군,2024-01-17 00:00,-3.2,,.6,20,87
263,의령군,2024-01-17 01:00,-2.8,,1,90,91
263,의령군,2024-01-17 02:00,-2.2,,.5,20,87
263,의령군,2024-01-17 03:00,-1.5,,.7,70,87
263,의령군,2024-01-17 04:00,-2.4,,.7,110,87
263,의령군,2024-01-17 05:00,-2,,.3,0,90
263,의령군,2024-01-17 06:00,-1.1,,1.2,110,90
263,의령군,2024-01-17 07:00,-1.4,,.9,70,88
263,의령군,2024-01-17 08:00,-1.3,,.5,250,91
263,의령군,2024-01-17 09:00,.1,,.1,0,82
263,의령군,2024-01-17 10:00,1.6,,.8,110,76
263,의령군,2024-01-17 11:00,2.9,,.2,0,71
263,의령군,2024-01-17 12:00,3.8,,.3,0,66
263,의령군,2024-01-17 13:00,4.6,,.9,110,65
263,의령군,2024-01-17 14:00,5.6,,1,90,63
263,의령군,2024-01-17 15:00,6.4,,.7,90,62
263,의령군,2024-01-17 16:00,6.7,,.5,160,65
263,의령군,2024-01-17 17:00,6.6,,.6,50,70
263,의령군,2024-01-17 18:00,6.3,,.3,0,71
263,의령군,2024-01-17 19:00,6,,1.4,290,74
263,의령군,2024-01-17 20:00,6.1,,.2,0,75
263,의령군,2024-01-17 21:00,5.8,0,.7,70,81
263,의령군,2024-01-17 22:00,5.3,,.5,360,92
263,의령군,2024-01-17 23:00,4.9,,.8,20,98
263,의령군,2024-01-18 00:00,4.8,.7,.2,0,100
263,의령군,2024-01-18 01:00,4.7,,.1,0,100
263,의령군,2024-01-18 02:00,4.7,,.5,90,100
263,의령군,2024-01-18 03:00,4.8,,.4,0,100
263,의령군,2024-01-18 04:00,5.2,,.6,160,100
263,의령군,2024-01-18 05:00,5.9,,1.8,110,100
263,의령군,2024-01-18 06:00,6.6,,1.3,360,100
263,의령군,2024-01-18 07:00,7.4,,1.5,50,100
263,의령군,2024-01-18 08:00,8.7,,.8,20,100
263,의령군,2024-01-18 09:00,9.8,,1.1,20,100
263,의령군,2024-01-18 10:00,10.8,,.2,0,100
263,의령군,2024-01-18 11:00,11.6,,1.7,110,95
263,의령군,2024-01-18 12:00,10.7,.1,1.6,110,96
263,의령군,2024-01-18 13:00,9.5,,2.5,90,96
263,의령군,2024-01-18 14:00,8.8,,2.3,110,99
263,의령군,2024-01-18 15:00,8.8,2.5,1.6,110,100
263,의령군,2024-01-18 16:00,8.9,,1,110,100
263,의령군,2024-01-18 17:00,8.7,,1,110,100
263,의령군,2024-01-18 18:00,8.7,.4,2.2,50,99
263,의령군,2024-01-18 19:00,8,,2.3,20,99
263,의령군,2024-01-18 20:00,7.3,,2.1,360,100
263,의령군,2024-01-18 21:00,7.2,.4,1.6,360,100
263,의령군,2024-01-18 22:00,7.2,,1.8,20,100
263,의령군,2024-01-18 23:00,7.1,,2.1,20,97
263,의령군,2024-01-19 00:00,6.7,.1,2.8,20,96
263,의령군,2024-01-19 01:00,6.3,,2.9,360,97
263,의령군,2024-01-19 02:00,6.1,,2.3,360,98
263,의령군,2024-01-19 03:00,6.1,,1.8,20,93
263,의령군,2024-01-19 04:00,6.1,,1.9,360,90
263,의령군,2024-01-19 05:00,6.2,,2,20,86
263,의령군,2024-01-19 06:00,6.2,,2,20,84
263,의령군,2024-01-19 07:00,6.2,,2.2,20,83
263,의령군,2024-01-19 08:00,6.2,,2.7,20,84
263,의령군,2024-01-19 09:00,6.7,,2.6,20,83
263,의령군,2024-01-19 10:00,6.8,,3.2,50,79
263,의령군,2024-01-19 11:00,7.9,,3.4,50,78
263,의령군,2024-01-19 12:00,8.4,,3.3,20,73
263,의령군,2024-01-19 13:00,8.8,,3.9,50,68
263,의령군,2024-01-19 14:00,8.7,,3,20,69
263,의령군,2024-01-19 15:00,8.7,,3.4,50,68
263,의령군,2024-01-19 16:00,8.1,,4,50,68
263,의령군,2024-01-19 17:00,7.5,,3.5,20,70
263,의령군,2024-01-19 18:00,7,,3.5,20,73
263,의령군,2024-01-19 19:00,6.7,,2.9,20,75
263,의령군,2024-01-19 20:00,6.6,,2.5,20,76
263,의령군,2024-01-19 21:00,6.6,,2.3,20,78
263,의령군,2024-01-19 22:00,6.7,,2.5,20,79
263,의령군,2024-01-19 23:00,6.8,,2,360,80
263,의령군,2024-01-20 00:00,6.9,,2.6,360,80
263,의령군,2024-01-20 01:00,7,,2.5,20,81
263,의령군,2024-01-20 02:00,7,,2.1,20,83
263,의령군,2024-01-20 03:00,7,,2.6,20,83
263,의령군,2024-01-20 04:00,7,,2.5,20,83
263,의령군,2024-01-20 05:00,6.9,,2.4,20,85
263,의령군,2024-01-20 06:00,6.9,,2.7,20,84
263,의령군,2024-01-20 07:00,6.8,,2.9,20,84
263,의령군,2024-01-20 08:00,6.9,,2.8,20,84
263,의령군,2024-01-20 09:00,7.3,,2.9,20,83
263,의령군,2024-01-20 10:00,7.7,,2.3,20,82
263,의령군,2024-01-20 11:00,7.3,,1.9,20,92
263,의령군,2024-01-20 12:00,7,1.4,2.4,20,96
263,의령군,2024-01-20 13:00,6.9,,2.7,360,97
263,의령군,2024-01-20 14:00,6.7,,3.2,20,97
